Page,10/19/2016,10/20/2016,10/21/2016,10/22/2016,10/23/2016,10/24/2016,10/25/2016,10/26/2016,10/27/2016,10/28/2016,10/29/2016,10/30/2016,10/31/2016,11/1/2016,11/2/2016,11/3/2016,11/4/2016,11/5/2016,11/6/2016,11/7/2016,11/8/2016,11/9/2016,11/10/2016,11/11/2016,11/12/2016,11/13/2016,11/14/2016,11/15/2016,11/16/2016,11/17/2016,11/18/2016,11/19/2016,11/20/2016,11/21/2016,11/22/2016,11/23/2016,11/24/2016,11/25/2016,11/26/2016,11/27/2016,11/28/2016,11/29/2016,11/30/2016,12/1/2016,12/2/2016,12/3/2016,12/4/2016,12/5/2016,12/6/2016,12/7/2016,12/8/2016,12/9/2016,12/10/2016,12/11/2016,12/12/2016,12/13/2016,12/14/2016,12/15/2016,12/16/2016,12/17/2016,12/18/2016,12/19/2016,12/20/2016,12/21/2016,12/22/2016,12/23/2016,12/24/2016,12/25/2016,12/26/2016,12/27/2016,12/28/2016,12/29/2016,12/30/2016,12/31/2016,1/1/2017,1/2/2017,1/3/2017,1/4/2017,1/5/2017,1/6/2017,1/7/2017,1/8/2017,1/9/2017,1/10/2017,1/11/2017,1/12/2017,1/13/2017,1/14/2017,1/15/2017,1/16/2017,1/17/2017,1/18/2017,1/19/2017,1/20/2017,1/21/2017,1/22/2017,1/23/2017,1/24/2017,1/25/2017,1/26/2017,1/27/2017,1/28/2017,1/29/2017,1/30/2017,1/31/2017,2/1/2017,2/2/2017,2/3/2017,2/4/2017,2/5/2017,2/6/2017,2/7/2017,2/8/2017,2/9/2017,2/10/2017,2/11/2017,2/12/2017,2/13/2017,2/14/2017,2/15/2017,2/16/2017,2/17/2017,2/18/2017,2/19/2017,2/20/2017,2/21/2017,2/22/2017,2/23/2017,2/24/2017,2/25/2017,2/26/2017,2/27/2017,2/28/2017,3/1/2017,3/2/2017,3/3/2017,3/4/2017,3/5/2017,3/6/2017,3/7/2017,3/8/2017,3/9/2017,3/10/2017,3/11/2017,3/12/2017,3/13/2017,3/14/2017,3/15/2017,3/16/2017,3/17/2017,3/18/2017,3/19/2017,3/20/2017,3/21/2017,3/22/2017,3/23/2017,3/24/2017,3/25/2017,3/26/2017,3/27/2017,3/28/2017,3/29/2017,3/30/2017,3/31/2017,4/1/2017,4/2/2017,4/3/2017,4/4/2017,4/5/2017,4/6/2017,4/7/2017,4/8/2017,4/9/2017,4/10/2017,4/11/2017,4/12/2017,4/13/2017,4/14/2017,4/15/2017,4/16/2017,4/17/2017,4/18/2017,4/19/2017,4/20/2017,4/21/2017,4/22/2017,4/23/2017,4/24/2017,4/25/2017,4/26/2017,4/27/2017,4/28/2017,4/29/2017,4/30/2017,5/1/2017,5/2/2017,5/3/2017,5/4/2017,5/5/2017,5/6/2017,5/7/2017,5/8/2017,5/9/2017,5/10/2017,5/11/2017,5/12/2017,5/13/2017,5/14/2017,5/15/2017,5/16/2017,5/17/2017,5/18/2017,5/19/2017,5/20/2017,5/21/2017,5/22/2017,5/23/2017,5/24/2017,5/25/2017,5/26/2017,5/27/2017,5/28/2017,5/29/2017,5/30/2017,5/31/2017,6/1/2017,6/2/2017,6/3/2017,6/4/2017,6/5/2017,6/6/2017,6/7/2017,6/8/2017,6/9/2017,6/10/2017,6/11/2017,6/12/2017,6/13/2017,6/14/2017,6/15/2017,6/16/2017,6/17/2017,6/18/2017,6/19/2017,6/20/2017,6/21/2017,6/22/2017,6/23/2017,6/24/2017,6/25/2017,6/26/2017,6/27/2017,6/28/2017,6/29/2017,6/30/2017,7/1/2017,7/2/2017,7/3/2017,7/4/2017,7/5/2017,7/6/2017,7/7/2017,7/8/2017,7/9/2017,7/10/2017,7/11/2017,7/12/2017,7/13/2017,7/14/2017,7/15/2017,7/16/2017,7/17/2017,7/18/2017,7/19/2017,7/20/2017,7/21/2017,7/22/2017,7/23/2017,7/24/2017,7/25/2017,7/26/2017,7/27/2017,7/28/2017,7/29/2017,7/30/2017,7/31/2017,8/1/2017,8/2/2017,8/3/2017,8/4/2017,8/5/2017,8/6/2017,8/7/2017,8/8/2017,8/9/2017,8/10/2017,8/11/2017,8/12/2017,8/13/2017,8/14/2017,8/15/2017,8/16/2017,8/17/2017,8/18/2017,8/19/2017,8/20/2017,8/21/2017,8/22/2017,8/23/2017,8/24/2017,8/25/2017,8/26/2017,8/27/2017,8/28/2017,8/29/2017,8/30/2017,8/31/2017,9/1/2017,9/2/2017,9/3/2017,9/4/2017,9/5/2017,9/6/2017,9/7/2017,9/8/2017,9/9/2017,9/10/2017,9/11/2017,9/12/2017,9/13/2017,9/14/2017,9/15/2017,9/16/2017,9/17/2017,9/18/2017,9/19/2017,9/20/2017,9/21/2017,9/22/2017,9/23/2017,9/24/2017,9/25/2017,9/26/2017,9/27/2017,9/28/2017,9/29/2017,9/30/2017,10/1/2017,10/2/2017,10/3/2017,10/4/2017,10/5/2017,10/6/2017,10/7/2017,10/8/2017,10/9/2017,10/10/2017,10/11/2017,10/12/2017,10/13/2017,10/14/2017,10/15/2017,10/16/2017,10/17/2017,10/18/2017
www.usfca.edu/arts-sciences/undergraduate-programs/philippine-studies/major-and-minor,2,1,1,3,2,1,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,0,0,1,4,0,3,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,3,1,0,4,0,0,1,0,0,1,3,0,1,2,1,4,0,0,0,0,2,0,0,0,4,0,0,0,2,1,0,1,0,0,0,2,1,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,2,0,1,0,5,1,6,4,1,3,0,1,0,0,0,0,2,0,1,2,0,1,0,0,0,1,1,0,0,0,2,3,0,1,0,0,0,0,3,0,1,0,0,2,0,1,4,2,0,4,1,0,1,4,2,1,0,0,0,0,0,2,3,0,0,0,0,4,0,2,0,1,0,0,0,0,0,1,3,0,2,1,1,3,0,0,1,0,3,1,1,2,1,0,0,2,0,0,1,2,5,4,1,3,2,0,1,2,3,3,3,2,2,0,0,0,0,3,1,1,1,1,5,1,0,2,3,2,1,2,2,4,0,4,0,2,2,4,3,3,2,1,0,8,0,3,0,0,0,0,0,0,0,0,2,3,0,0,0,3,0,0,0,2,2,0,1,0,3,0,0,2,0,2,0,0,0,0,1,0,3,1,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,2,4,0,0,0,0,0,0,0,2,0,0,0,4,4,0,1,0,4,3,2,0,0,0,2
www.usfca.edu/arts-sciences/undergraduate-programs/philosophy,19,14,11,11,17,23,0,0,0,0,0,0,0,0,11,14,17,8,24,16,24,14,0,0,0,0,30,20,21,21,0,0,0,0,0,0,0,0,9,13,9,10,13,13,8,15,6,12,11,18,15,11,5,9,0,0,0,0,0,0,0,0,17,10,6,8,3,9,2,15,0,0,0,0,11,4,11,15,0,0,0,9,9,9,13,9,7,0,9,0,7,15,0,0,3,11,0,14,0,13,0,8,8,11,12,0,0,6,5,2,13,6,0,11,0,0,0,0,0,10,0,0,0,5,12,0,21,0,0,0,0,0,9,14,0,0,7,4,0,0,0,0,15,0,4,0,0,0,11,15,0,13,0,0,20,15,0,7,5,9,0,0,14,0,0,6,0,0,0,0,13,0,7,17,7,17,0,10,0,9,12,0,0,0,0,3,4,0,0,12,0,13,5,11,0,8,24,11,0,6,0,0,5,12,7,9,0,14,14,0,15,0,13,5,12,22,11,30,19,0,6,7,7,11,14,14,6,10,9,19,5,8,9,8,0,8,11,12,7,4,7,1,5,13,4,6,8,4,11,7,0,4,17,4,4,7,5,0,4,14,10,3,3,4,5,8,9,0,4,5,4,11,9,10,11,6,6,3,16,10,10,3,7,6,2,5,17,9,7,9,7,11,9,14,0,0,0,0,0,0,0,7,0,12,10,9,0,17,10,16,0,10,0,11,18,0,0,12,0,0,10,0,0,0,0,0,4,10,0,0,0,0,5,0,0,0,0,0,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,13,2
www.usfca.edu/arts-sciences/undergraduate-programs/philosophy/alumni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0
www.usfca.edu/arts-sciences/undergraduate-programs/philosophy/alumni-outcomes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,1,2,0,0,1,0,1,4,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
www.usfca.edu/arts-sciences/undergraduate-programs/philosophy/careers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,3,4,0,0,3,2,0,0,0,3,0,0,0,1,3,1,1,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
www.usfca.edu/arts-sciences/undergraduate-programs/philosophy/courses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
www.usfca.edu/arts-sciences/undergraduate-programs/philosophy/faculty,9,12,6,3,10,10,0,0,0,0,0,0,0,0,5,2,10,10,9,6,9,11,0,0,0,0,13,13,19,12,0,0,0,0,0,0,0,0,0,6,8,6,4,6,6,12,31,19,10,8,20,8,3,6,0,0,0,0,0,0,0,0,11,6,3,5,1,1,4,7,0,0,0,0,3,4,9,0,0,13,7,7,9,3,0,0,0,2,2,0,5,0,0,6,0,2,7,10,5,0,1,18,0,0,0,6,0,6,5,0,5,0,6,0,0,0,0,8,0,0,12,0,6,3,0,0,2,0,0,5,0,0,0,0,28,0,5,0,5,7,3,0,0,0,4,1,1,0,0,0,8,7,4,0,12,11,33,4,0,0,0,0,8,5,3,3,0,0,10,9,0,5,0,0,5,11,0,6,0,7,14,11,22,0,0,0,0,6,7,2,6,9,0,0,0,2,8,0,2,2,7,8,0,6,0,0,5,0,6,0,5,0,10,2,2,9,6,10,0,11,6,2,3,5,9,6,2,0,2,9,10,4,3,0,0,2,7,5,2,4,8,1,2,15,2,5,5,7,7,4,2,2,12,5,2,3,1,6,2,7,10,3,3,3,0,0,6,0,1,2,1,6,3,1,9,9,3,2,4,5,5,0,6,6,9,2,9,0,1,4,3,3,0,10,5,6,14,3,4,12,0,0,6,13,6,0,0,12,12,9,0,0,0,5,0,9,0,7,0,9,5,0,24,0,0,0,0,0,8,5,0,7,0,0,0,9,0,2,0,10,8,0,0,11,0,4,1,0,6,0,0,8,0,0,0,0,0,0,11,0,0,0,4,0,4
www.usfca.edu/arts-sciences/undergraduate-programs/philosophyadartmouth.edu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
www.usfca.edu/arts-sciences/undergraduate-programs/physics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
www.usfca.edu/arts-sciences/undergraduate-programs/physics/faculty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
www.usfca.edu/arts-sciences/undergraduate-programs/physics-astronomy,24,13,15,29,8,16,0,0,0,0,0,0,0,0,9,20,12,31,15,19,21,27,0,0,0,0,14,22,36,22,0,0,0,0,0,0,0,0,9,9,21,19,19,13,13,18,5,11,25,25,10,8,12,14,0,0,0,0,0,0,0,0,12,16,8,4,6,6,18,16,0,0,0,0,8,20,20,16,11,0,19,0,8,0,24,0,25,0,0,0,22,11,12,0,5,0,6,0,16,22,11,4,0,0,0,0,21,0,6,0,0,0,10,16,0,9,12,24,0,0,13,0,0,0,0,19,0,0,0,0,0,8,22,0,13,0,18,0,16,13,12,12,5,0,12,0,0,20,15,18,13,11,14,9,0,0,0,8,0,0,29,0,0,0,0,0,0,0,0,16,0,6,18,0,13,0,15,16,0,0,0,18,18,0,0,10,0,19,5,17,19,21,0,0,18,0,16,0,0,7,0,9,7,11,9,0,5,6,14,12,0,9,7,0,0,0,7,0,12,14,1,6,8,7,9,19,14,13,29,23,20,16,16,14,10,11,23,10,15,13,9,2,7,23,12,18,7,9,23,5,10,12,37,11,7,9,8,16,5,13,10,5,12,17,17,14,13,0,11,7,6,12,6,5,0,13,19,11,19,19,21,0,0,5,7,9,9,15,13,11,6,7,0,0,0,14,0,0,0,0,0,0,16,0,0,0,0,0,0,20,0,0,0,27,0,21,0,0,12,13,15,0,17,22,0,0,0,0,23,0,29,19,9,0,0,0,0,23,20,0,16,11,30,0,15,0,17,9,0,0,0,0,7,0,17,22,0,18,0,0,21,0,0,16,18
www.usfca.edu/arts-sciences/undergraduate-programs/physics-astronomy/alumni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
www.usfca.edu/arts-sciences/undergraduate-programs/physics-astronomy/faculty,7,5,1,12,3,4,0,0,0,0,0,0,0,0,4,4,3,10,7,5,1,6,0,0,0,0,2,8,7,9,0,0,0,0,0,0,0,0,2,0,6,4,4,12,7,4,4,4,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,1,10,0,2,0,3,3,1,2,5,2,3,1,0,5,0,0,0,6,0,4,5,0,8,5,3,0,2,3,11,0,4,0,2,11,0,0,0,0,2,0,2,0,0,0,8,4,4,1,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,7,0,1,0,3,6,1,0,0,4,1,1,3,4,0,0,0,0,5,0,0,0,5,0,0,0,0,6,2,0,5,0,0,0,1,0,0,0,0,3,0,6,12,0,2,3,2,0,0,3,0,2,2,2,3,0,3,0,4,1,0,0,3,2,1,0,2,2,6,6,5,0,1,0,0,0,2,0,13,8,0,2,0,3,3,3,4,3,5,7,3,2,4,3,3,2,6,0,6,7,2,2,0,3,3,6,10,5,2,3,5,2,5,6,2,2,1,3,0,1,2,1,2,2,4,0,4,2,4,1,1,1,0,1,1,0,1,3,4,3,2,6,5,8,6,0,6,4,3,1,0,1,0,0,0,3,4,13,0,2,5,4,8,9,0,0,0,0,0,0,0,0,0,9,20,0,0,3,0,1,9,0,5,5,0,0,0,8,0,1,0,0,1,0,2,0,0,4,0,3,1,3,0,4,0,4,0,0,0,1,0,0,3,0,10,6,0,3,5,5,0,7,5,0,6
www.usfca.edu/arts-sciences/undergraduate-programs/physics-astronomy/majors-minors,3,6,2,2,2,2,0,0,0,0,0,0,0,0,1,1,2,4,6,7,3,7,0,0,0,0,1,5,6,7,0,0,0,0,0,0,0,0,2,1,6,2,5,1,4,8,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,1,1,6,4,0,0,0,0,2,4,3,0,3,0,0,0,1,2,0,11,7,3,3,6,2,0,0,1,0,0,0,2,5,2,0,0,1,1,0,0,5,2,0,0,0,4,0,0,0,2,0,0,0,0,4,0,0,0,1,13,0,5,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,5,3,0,0,0,0,2,7,8,1,5,0,4,7,2,0,8,6,0,0,0,3,11,12,0,2,3,0,3,3,3,0,0,1,1,0,1,8,5,0,0,0,6,0,0,4,0,3,4,5,0,8,0,4,0,2,0,4,2,1,0,0,3,0,3,0,10,0,0,1,0,2,1,3,3,3,7,8,5,4,1,2,1,1,11,0,2,5,4,5,2,3,3,6,4,7,4,1,2,6,14,1,1,1,0,11,0,0,3,1,1,2,3,1,1,0,2,3,4,4,2,0,2,0,3,1,4,0,0,5,0,1,4,0,0,6,1,1,2,2,5,0,0,0,4,1,0,0,0,0,0,0,0,0,6,3,0,8,0,1,2,0,9,0,0,0,1,0,2,0,0,0,1,0,0,1,5,0,6,0,5,2,2,2,4,0,1,2,2,0,7,0,0,0,0,0,0,0,0,6,0,0,0,1,0,1,4,0,3,0,0,1,7
